device,dev_type,parameter,published,fd_alone,surrogate_raw,surrogate_paired_fd,surrogate_fd,fd_alone_percent_of_published,surrogate_raw_percent_of_published,surrogate_paired_fd_percent_of_published,surrogate_fd_percent_of_published,surrogate_paired_polish_delta_percent_of_published,surrogate_production_delta_percent_of_published
pmos_L2_W5,pmos,vth0,-1.1404,-1.1404,-1.1389268252813491,-1.1360788524386478,-1.1366507166281108,0.0,0.12918052601288477,0.37891507903825566,0.32876914871003937,0.24973455302537087,0.1995886226971546
pmos_L2_W5,pmos,u0,0.116381,0.116381,0.10484355327269643,0.10484373474655447,0.1053061757533222,0.0,-9.913513999109451,-9.913358068280505,-9.516007120301254,0.00015593082894803883,0.39750687880819996
pmos_L2_W5,pmos,nfactor,58.3579,58.3579,56.09619419231845,56.57283878372323,56.50413132610046,0.0,-3.8755777841244305,-3.0588167433659765,-3.1765513733351227,0.8167610407584541,0.6990264107893078
pmos_L2_W5,pmos,vsat,6704180.0,6704180.0,7204196.848220312,7205448.980545005,7260137.8420586055,0.0,7.458284953869257,7.476961843879562,8.292704582195071,0.01867689001030392,0.8344196283258128
pmos_L2_W5,pmos,delta,0.0126602,0.0126602,0.013732566480017513,0.01373325783104953,0.013899922925895217,0.0,8.470375507634268,8.475836329991076,9.792285476494975,0.005460822356807436,1.3219099688607072
pmos_L2_W5,pmos,rdsw,11875.1,11875.1,13060.816891282671,13060.791796850259,13052.574010927854,0.0,9.984900264272898,9.984688944516328,9.915487119500918,-0.00021131975657060354,-0.06941314477197932
pmos_L2_W5,pmos,eta0,0.2,0.2,0.1831431891729235,0.1831431891729235,0.1812659645377015,0.0,-8.42840541353826,-8.42840541353826,-9.367017731149257,0.0,-0.9386123176109984
pmos_L4_W7,pmos,vth0,-1.19022,-1.19022,-1.1755474664207641,-1.1742371150287125,-1.1738396342940862,0.0,1.232758110201133,1.3428513191920421,1.3762468876269793,0.11009320899090931,0.14348877742584654
pmos_L4_W7,pmos,u0,0.0373221,0.0373221,0.03359677618706037,0.033596560184272824,0.03359020902942641,0.0,-9.981549304405776,-9.982128057443642,-9.999145199690233,-0.0005787530378657677,-0.01759589528445728
pmos_L4_W7,pmos,nfactor,38.8638,38.8638,42.379934098618186,42.5314462462196,42.749102611148956,0.0,9.0473244989378,9.437178675836137,9.99722778304993,0.3898541768983369,0.9499032841121301
pmos_L4_W7,pmos,vsat,739282000.0,739282000.0,700286339.7918838,700288615.1658769,699272317.0983553,0.0,-5.274801795271111,-5.274494013667739,-5.411964974346015,0.0003077816033718028,-0.13716317907490416
pmos_L4_W7,pmos,delta,-0.011931,-0.011931,-0.01094592313827789,-0.010886828468795979,-0.010738771675621104,0.0,8.256448426134524,8.75175200070423,9.992694027146902,0.4953035745697069,1.73624560101238
pmos_L4_W7,pmos,rdsw,10306.9,10306.9,11334.05199613065,11334.221970363738,11337.48306980325,0.0,9.965673443330694,9.967322573846051,9.99896253774898,0.0016491305153585164,0.03328909441828638
pmos_L4_W7,pmos,eta0,0.2,0.2,0.20306858787072565,0.20306858787072565,0.20076776390085233,0.0,1.5342939353628209,1.5342939353628209,0.383881950426157,0.0,-1.1504119849366639
pmos_L8_W0p84,pmos,vth0,-1.19149,-1.19149,-1.189110334619208,-1.1827613061256488,-1.1827613061256488,0.0,0.19972180889406785,0.732586414854607,0.732586414854607,0.5328646059605392,0.5328646059605392
pmos_L8_W0p84,pmos,u0,0.0319499,0.0319499,0.028786992794887716,0.028755062280550654,0.028755062280550654,0.0,-9.899584052257714,-9.999523377066437,-9.999523377066437,-0.09993932480872234,-0.09993932480872234
pmos_L8_W0p84,pmos,nfactor,39.301,39.301,43.17528314089003,43.230938533513964,43.230938533513964,0.0,9.857975982519601,9.999589154255519,9.999589154255519,0.14161317173591803,0.14161317173591803
pmos_L8_W0p84,pmos,vsat,610558000.0,610558000.0,563289684.3031085,563712999.8837181,563712999.8837181,0.0,-7.741822348882751,-7.672489774318225,-7.672489774318225,0.06933257456452609,0.06933257456452609
pmos_L8_W0p84,pmos,delta,-0.0038699,-0.0038699,-0.0036563868272498252,-0.0034831518971797154,-0.0034831518971797154,0.0,5.517278812118521,9.993749265363046,9.993749265363046,4.476470453244525,4.476470453244525
pmos_L8_W0p84,pmos,rdsw,28741.1,28741.1,31613.282333673054,31615.08743860813,31615.08743860813,0.0,9.993292997390691,9.999573567497876,9.999573567497876,0.006280570107184791,0.006280570107184791
